********************************
**     COLLOCATION v1.0.9     **
**            ----            **
**      by  T. JACQUEMIN      **
**         Legato Team        **
**  University of Luxembourg  **
********************************

********************************
**     ANALYSIS COMPLETED     **
********************************
Sun Dec  6 17:53:16 2020

#PROCESSES_USED=1
#THREAD_USED=2
#RUNTIME=5.35625

    PROBLEM INFORMATION:
    ‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾
#ANALYSIS_TYPE=2D_PLANE_STRESS
#DIMENSION=2
#NODE_NUMBER=8211

    METHOD INFORMATION:
    ‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾
#METHOD=GFD
#WINDOW_TYPE=SPLINE_4,0.75
#STABILIZATION=FALSE
#REQ_SUP_SIZE=15,22
#AVERAGE_INNER_SUP=16.9229
#AVERAGE_BC_SUP=22.1505

    SOLVER INFORMATION:
    ‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾
#SOLVER_TYPE=DIRECT_MUMPS

    SOLUTION INFORMATION:
    ‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾
#ERROR_NORMS
 ERROR_TYPE               S11            S12            S22            VMS
 L1_ERROR                 3.66832e+00,   3.25395e+00,   3.92394e+00,   9.19786e+00
 L2_ERROR                 4.99284e-02,   4.09808e-02,   5.18079e-02,   1.04727e-01
 L1_ERROR_WEIGHTED        4.46757e-04,   3.96291e-04,   4.77888e-04,   1.12019e-03
 L2_ERROR_WEIGHTED        6.08067e-06,   4.99097e-06,   6.30958e-06,   1.27545e-05
 L2_ERROR_RELATIVE        4.71119e-04,   5.33688e-04,   4.88736e-04,   5.17959e-04
 LInf_ERROR               1.82666e-03,   1.13871e-03,   2.25341e-03,   2.77912e-03

 ERROR_TYPE               U1             U2
 L2_ERROR_WEIGHTED        8.09455e-11,   1.11137e-10
 L2_ERROR_RELATIVE        4.21204e-04,   5.78332e-04
 LInf_ERROR               1.15556e-08,   1.75786e-08


    SOLUTION:
    ‾‾‾‾‾‾‾‾
#APPROXIMATED_SOLUTION
 NodeNum   X1             X2             U1             U2             S11            S12            S22
 1,        2.00000e+00,   0.00000e+00,   2.76306e-05,   0.00000e+00,  -1.00000e+00,  -6.43675e-04,   2.60222e+00
 2,        3.00000e+00,   0.00000e+00,   2.28662e-05,   0.00000e+00,  -1.28859e-13,   1.45583e-04,   1.60067e+00
 3,        0.00000e+00,   3.00000e+00,   1.39960e-21,   2.28712e-05,   1.60123e+00,   1.74165e-04,  -3.01981e-14
 4,        0.00000e+00,   2.00000e+00,   1.69118e-21,   2.76366e-05,   2.60183e+00,  -8.48439e-04,  -1.00000e+00
 5,        1.99986e+00,   2.39810e-02,   2.76286e-05,   3.31349e-07,  -9.99498e-01,  -4.31771e-02,   2.60060e+00
 6,        1.99942e+00,   4.79586e-02,   2.76227e-05,   6.62685e-07,  -9.97908e-01,  -8.63295e-02,   2.59908e+00
 7,        1.99871e+00,   7.19294e-02,   2.76127e-05,   9.93910e-07,  -9.95344e-01,  -1.29430e-01,   2.59648e+00
 8,        1.99770e+00,   9.58897e-02,   2.75988e-05,   1.32499e-06,  -9.91741e-01,  -1.72464e-01,   2.59298e+00
 9,        1.99641e+00,   1.19836e-01,   2.75809e-05,   1.65592e-06,  -9.87083e-01,  -2.15396e-01,   2.58842e+00
 10,       1.99483e+00,   1.43766e-01,   2.75591e-05,   1.98659e-06,  -9.81375e-01,  -2.58199e-01,   2.58260e+00
 11,       1.99296e+00,   1.67674e-01,   2.75334e-05,   2.31698e-06,  -9.74691e-01,  -3.00829e-01,   2.57561e+00
 12,       1.99081e+00,   1.91559e-01,   2.75036e-05,   2.64697e-06,  -9.66985e-01,  -3.43308e-01,   2.56790e+00
 13,       1.98837e+00,   2.15416e-01,   2.74699e-05,   2.97662e-06,  -9.58259e-01,  -3.85600e-01,   2.55923e+00
 14,       1.98564e+00,   2.39242e-01,   2.74323e-05,   3.30584e-06,  -9.48484e-01,  -4.27650e-01,   2.54939e+00
 15,       1.98263e+00,   2.63034e-01,   2.73907e-05,   3.63458e-06,  -9.37690e-01,  -4.69457e-01,   2.53858e+00
 16,       1.97933e+00,   2.86787e-01,   2.73452e-05,   3.96277e-06,  -9.25965e-01,  -5.10997e-01,   2.52677e+00
 17,       1.97575e+00,   3.10500e-01,   2.72957e-05,   4.29039e-06,  -9.13234e-01,  -5.52269e-01,   2.51416e+00
 18,       1.97189e+00,   3.34168e-01,   2.72423e-05,   4.61743e-06,  -8.99504e-01,  -5.93216e-01,   2.50050e+00
 19,       1.96774e+00,   3.57788e-01,   2.71850e-05,   4.94380e-06,  -8.84734e-01,  -6.33809e-01,   2.48575e+00
 20,       1.96331e+00,   3.81356e-01,   2.71237e-05,   5.26946e-06,  -8.69090e-01,  -6.74032e-01,   2.47006e+00
 21,       1.95859e+00,   4.04870e-01,   2.70586e-05,   5.59436e-06,  -8.52435e-01,  -7.13855e-01,   2.45333e+00
 22,       1.95360e+00,   4.28325e-01,   2.69896e-05,   5.91843e-06,  -8.34861e-01,  -7.53294e-01,   2.43579e+00
 23,       1.94832e+00,   4.51719e-01,   2.69166e-05,   6.24167e-06,  -8.16308e-01,  -7.92332e-01,   2.41744e+00
 24,       1.94276e+00,   4.75048e-01,   2.68399e-05,   6.56404e-06,  -7.96838e-01,  -8.30884e-01,   2.39798e+00
 25,       1.93693e+00,   4.98309e-01,   2.67593e-05,   6.88548e-06,  -7.76487e-01,  -8.68893e-01,   2.37740e+00
 26,       1.93081e+00,   5.21498e-01,   2.66748e-05,   7.20587e-06,  -7.55152e-01,  -9.06452e-01,   2.35606e+00
 27,       1.92442e+00,   5.44612e-01,   2.65865e-05,   7.52525e-06,  -7.32974e-01,  -9.43494e-01,   2.33390e+00
 28,       1.91775e+00,   5.67647e-01,   2.64945e-05,   7.84354e-06,  -7.09921e-01,  -9.79969e-01,   2.31072e+00
 29,       1.91081e+00,   5.90601e-01,   2.63986e-05,   8.16069e-06,  -6.86053e-01,  -1.01588e+00,   2.28671e+00
 30,       1.90359e+00,   6.13471e-01,   2.62988e-05,   8.47666e-06,  -6.61230e-01,  -1.05126e+00,   2.26204e+00
 31,       1.89610e+00,   6.36252e-01,   2.61954e-05,   8.79144e-06,  -6.35579e-01,  -1.08601e+00,   2.23643e+00
 32,       1.88833e+00,   6.58941e-01,   2.60882e-05,   9.10497e-06,  -6.09110e-01,  -1.12014e+00,   2.20995e+00
 33,       1.88029e+00,   6.81536e-01,   2.59772e-05,   9.41716e-06,  -5.81898e-01,  -1.15358e+00,   2.18259e+00
 34,       1.87199e+00,   7.04032e-01,   2.58624e-05,   9.72800e-06,  -5.53826e-01,  -1.18641e+00,   2.15460e+00
 35,       1.86341e+00,   7.26428e-01,   2.57440e-05,   1.00374e-05,  -5.24937e-01,  -1.21857e+00,   2.12581e+00
 36,       1.85457e+00,   7.48719e-01,   2.56218e-05,   1.03454e-05,  -4.95345e-01,  -1.24998e+00,   2.09619e+00
 37,       1.84546e+00,   7.70902e-01,   2.54959e-05,   1.06519e-05,  -4.65038e-01,  -1.28069e+00,   2.06584e+00
 38,       1.83608e+00,   7.92975e-01,   2.53664e-05,   1.09569e-05,  -4.33975e-01,  -1.31066e+00,   2.03473e+00
 39,       1.82644e+00,   8.14934e-01,   2.52332e-05,   1.12603e-05,  -4.02173e-01,  -1.33987e+00,   2.00294e+00
 40,       1.81654e+00,   8.36775e-01,   2.50964e-05,   1.15621e-05,  -3.69737e-01,  -1.36829e+00,   1.97042e+00
 41,       1.80637e+00,   8.58496e-01,   2.49561e-05,   1.18622e-05,  -3.36576e-01,  -1.39592e+00,   1.93718e+00
 42,       1.79595e+00,   8.80094e-01,   2.48121e-05,   1.21606e-05,  -3.02788e-01,  -1.42276e+00,   1.90333e+00
 43,       1.78527e+00,   9.01565e-01,   2.46646e-05,   1.24573e-05,  -2.68375e-01,  -1.44877e+00,   1.86884e+00
 44,       1.77433e+00,   9.22906e-01,   2.45135e-05,   1.27521e-05,  -2.33311e-01,  -1.47397e+00,   1.83376e+00
 45,       1.76314e+00,   9.44115e-01,   2.43588e-05,   1.30451e-05,  -1.97648e-01,  -1.49843e+00,   1.79831e+00
 46,       1.75169e+00,   9.65188e-01,   2.42006e-05,   1.33362e-05,  -1.61380e-01,  -1.52196e+00,   1.76215e+00
 47,       1.73999e+00,   9.86122e-01,   2.40390e-05,   1.36255e-05,  -1.24644e-01,  -1.54455e+00,   1.72534e+00
 48,       1.72804e+00,   1.00691e+00,   2.38739e-05,   1.39127e-05,  -8.73296e-02,  -1.56630e+00,   1.68805e+00
 49,       1.71584e+00,   1.02756e+00,   2.37054e-05,   1.41980e-05,  -4.94973e-02,  -1.58719e+00,   1.65032e+00
 50,       1.70340e+00,   1.04806e+00,   2.35335e-05,   1.44812e-05,  -1.11861e-02,  -1.60709e+00,   1.61197e+00
 51,       1.69071e+00,   1.06841e+00,   2.33582e-05,   1.47624e-05,   2.75417e-02,  -1.62602e+00,   1.57309e+00
 52,       1.67778e+00,   1.08861e+00,   2.31796e-05,   1.50415e-05,   6.67750e-02,  -1.64411e+00,   1.53393e+00
 53,       1.66460e+00,   1.10865e+00,   2.29976e-05,   1.53183e-05,   1.06397e-01,  -1.66122e+00,   1.49428e+00
 54,       1.65119e+00,   1.12853e+00,   2.28123e-05,   1.55930e-05,   1.46465e-01,  -1.67745e+00,   1.45435e+00
 55,       1.63754e+00,   1.14824e+00,   2.26237e-05,   1.58654e-05,   1.86939e-01,  -1.69270e+00,   1.41400e+00
